parameters: n=9 l=4 k=1 p=5 q=3 m=10
TOTAL 810 solutions found
EXPR: 0 | POS | INT | 0 | 90 | 224 | ((24*2)*(14/3))=x | 24 2 * 14 3 / * x = | 24:bicycle 2:wheel *:wheel 14:tricycle 3:wheel /:tricycle *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 27 | 90 | 380 | x=(((24+3)*14)+2) | x 24 3 + 14 * 2 + = | x:wheel 24:bicycle 3:bicycle +:bicycle 14:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 27 | 90 | 189 | x=(((24+3)*14)/2) | x 24 3 + 14 * 2 / = | x:wheel 24:wheel 3:wheel +:wheel 14:tricycle *:wheel 2:tricycle /:wheel =:wheel
EXPR: 0 | POS | INT | 27 | 90 | 114 | x=(((24/3)*14)+2) | x 24 3 / 14 * 2 + = | x:bicycle 24:bicycle 3:wheel /:bicycle 14:tricycle *:bicycle 2:bicycle +:bicycle =:bicycle
EXPR: 0 | POS | INT | 27 | 90 | 29 | x=(((24*3)-14)/2) | x 24 3 * 14 - 2 / = | x:wheel 24:bicycle 3:wheel *:wheel 14:wheel -:wheel 2:tricycle /:wheel =:wheel
EXPR: 0 | POS | INT | 27 | 90 | 43 | x=(((24*3)+14)/2) | x 24 3 * 14 + 2 / = | x:wheel 24:bicycle 3:wheel *:wheel 14:wheel +:wheel 2:tricycle /:wheel =:wheel
EXPR: 0 | POS | INT | 28 | 90 | 266 | (14*((24-3)-2))=x | 14 24 3 - 2 - * x = | 14:bicycle 24:wheel 3:wheel -:wheel 2:wheel -:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 28 | 90 | 240 | x=(24*(3+(14/2))) | x 24 3 14 2 / + * = | x:bicycle 24:bicycle 3:tricycle 14:tricycle 2:wheel /:tricycle +:tricycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 28 | 90 | 93 | x=(((14/2)+24)*3) | x 14 2 / 24 + 3 * = | x:bicycle 14:bicycle 2:wheel /:bicycle 24:bicycle +:bicycle 3:wheel *:bicycle =:bicycle
EXPR: 0 | POS | INT | 28 | 90 | 380 | x=(((24+3)*14)+2) | x 24 3 + 14 * 2 + = | x:wheel 24:bicycle 3:bicycle +:bicycle 14:wheel *:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 28 | 90 | 189 | x=(((24+3)*14)/2) | x 24 3 + 14 * 2 / = | x:wheel 24:wheel 3:wheel +:wheel 14:tricycle *:wheel 2:tricycle /:wheel =:wheel
EXPR: 0 | POS | INT | 28 | 90 | 114 | x=(((24/3)*14)+2) | x 24 3 / 14 * 2 + = | x:bicycle 24:bicycle 3:wheel /:bicycle 14:tricycle *:bicycle 2:bicycle +:bicycle =:bicycle
EXPR: 0 | POS | INT | 28 | 90 | 43 | x=(((24*3)+14)/2) | x 24 3 * 14 + 2 / = | x:wheel 24:bicycle 3:wheel *:wheel 14:wheel +:wheel 2:tricycle /:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 56 | (x+(2*(3-24)))=14 | x 2 3 24 - * + 14 = | x:wheel 2:wheel 3:bicycle 24:bicycle -:bicycle *:wheel +:wheel 14:wheel =:wheel
EXPR: 0 | POS | INT | 30 | 90 | 64 | x=(24-(2-(14*3))) | x 24 2 14 3 * - - = | x:bicycle 24:bicycle 2:bicycle 14:tricycle 3:bicycle *:bicycle -:bicycle -:bicycle =:bicycle
EXPR: 0 | POS | INT | 30 | 90 | 224 | x=((24*2)*(14/3)) | x 24 2 * 14 3 / * = | x:bicycle 24:tricycle 2:wheel *:wheel 14:bicycle 3:wheel /:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 31 | 90 | 160 | (3*((x/24)-2))=14 | 3 x 24 / 2 - * 14 = | 3:bicycle x:wheel 24:bicycle /:wheel 2:wheel -:wheel *:wheel 14:wheel =:wheel
EXPR: 0 | POS | INT | 31 | 90 | 224 | 3=(24*((2*14)/x)) | 3 24 2 14 * x / * = | 3:bicycle 24:bicycle 2:bicycle 14:tricycle *:tricycle x:wheel /:tricycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 31 | 90 | 357 | x=(((3/2)+24)*14) | x 3 2 / 24 + 14 * = | x:bicycle 3:bicycle 2:wheel /:bicycle 24:bicycle +:bicycle 14:tricycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 31 | 90 | 357 | x=(((3/2)+24)*14) | x 3 2 / 24 + 14 * = | x:wheel 3:bicycle 2:wheel /:bicycle 24:bicycle +:bicycle 14:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 204 | (((14+3)*24)/2)=x | 14 3 + 24 * 2 / x = | 14:wheel 3:wheel +:wheel 24:bicycle *:bicycle 2:wheel /:bicycle x:bicycle =:bicycle
EXPR: 0 | POS | INT | 32 | 90 | 24 | (((24-14)-2)*3)=x | 24 14 - 2 - 3 * x = | 24:wheel 14:wheel -:wheel 2:wheel -:wheel 3:tricycle *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 224 | (((24*2)/3)*14)=x | 24 2 * 3 / 14 * x = | 24:wheel 2:bicycle *:bicycle 3:wheel /:bicycle 14:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 224 | (((24*2)/3)*14)=x | 24 2 * 3 / 14 * x = | 24:bicycle 2:tricycle *:tricycle 3:wheel /:tricycle 14:wheel *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 32 | 90 | 6 | x=(24/((14/2)-3)) | x 24 14 2 / 3 - / = | x:wheel 24:wheel 14:bicycle 2:wheel /:bicycle 3:bicycle -:bicycle /:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 224 | x=(((24*2)/3)*14) | x 24 2 * 3 / 14 * = | x:wheel 24:tricycle 2:bicycle *:bicycle 3:wheel /:bicycle 14:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 2 | (24*(x/(2+14)))=3 | 24 x 2 14 + / * 3 = | 24:wheel x:bicycle 2:tricycle 14:tricycle +:tricycle /:bicycle *:wheel 3:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 240 | x=(24*((14/2)+3)) | x 24 14 2 / 3 + * = | x:bicycle 24:bicycle 14:wheel 2:tricycle /:wheel 3:wheel +:wheel *:bicycle =:bicycle
EXPR: 0 | POS | INT | 32 | 90 | 224 | ((24*14)*(2/3))=x | 24 14 * 2 3 / * x = | 24:bicycle 14:wheel *:bicycle 2:tricycle 3:wheel /:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 32 | 90 | 68 | x=(2+(24+(14*3))) | x 2 24 14 3 * + + = | x:wheel 2:wheel 24:wheel 14:wheel 3:bicycle *:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 357 | x=(((3/2)+24)*14) | x 3 2 / 24 + 14 * = | x:wheel 3:bicycle 2:wheel /:bicycle 24:bicycle +:bicycle 14:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 32 | 90 | 64 | x=(((24+2)*3)-14) | x 24 2 + 3 * 14 - = | x:bicycle 24:bicycle 2:bicycle +:bicycle 3:wheel *:bicycle 14:bicycle -:bicycle =:bicycle
EXPR: 0 | POS | INT | 32 | 90 | 7 | (x+24)=((2*14)+3) | x 24 + 2 14 * 3 + = | x:wheel 24:wheel +:wheel 2:wheel 14:bicycle *:wheel 3:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 33 | 90 | 224 | (((24*2)/3)*14)=x | 24 2 * 3 / 14 * x = | 24:wheel 2:bicycle *:bicycle 3:wheel /:bicycle 14:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 33 | 90 | 224 | ((24*14)*(2/3))=x | 24 14 * 2 3 / * x = | 24:bicycle 14:wheel *:bicycle 2:tricycle 3:wheel /:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 33 | 90 | 336 | 3=(((24/x)*14)+2) | 3 24 x / 14 * 2 + = | 3:bicycle 24:bicycle x:wheel /:bicycle 14:tricycle *:bicycle 2:bicycle +:bicycle =:bicycle
EXPR: 0 | POS | INT | 34 | 90 | 3 | 24=((14-(2*x))*3) | 24 14 2 x * - 3 * = | 24:wheel 14:tricycle 2:tricycle x:bicycle *:tricycle -:tricycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 34 | 90 | 2 | (((14+x)*3)/24)=2 | 14 x + 3 * 24 / 2 = | 14:bicycle x:bicycle +:bicycle 3:wheel *:wheel 24:bicycle /:wheel 2:wheel =:wheel
EXPR: 0 | POS | INT | 34 | 90 | 96 | 24=((x/(14-2))*3) | 24 x 14 2 - / 3 * = | 24:bicycle x:wheel 14:bicycle 2:bicycle -:bicycle /:wheel 3:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 34 | 90 | 110 | (24*(14/(2+x)))=3 | 24 14 2 x + / * 3 = | 24:bicycle 14:wheel 2:tricycle x:tricycle +:tricycle /:wheel *:wheel 3:wheel =:wheel
EXPR: 0 | POS | INT | 35 | 90 | 322 | (((24-3)+2)*14)=x | 24 3 - 2 + 14 * x = | 24:bicycle 3:bicycle -:bicycle 2:bicycle +:bicycle 14:tricycle *:bicycle x:bicycle =:bicycle
EXPR: 0 | POS | INT | 35 | 90 | 224 | (((24*14)/3)*2)=x | 24 14 * 3 / 2 * x = | 24:bicycle 14:wheel *:bicycle 3:wheel /:bicycle 2:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 35 | 90 | 28 | (((24-14)*3)-2)=x | 24 14 - 3 * 2 - x = | 24:bicycle 14:bicycle -:bicycle 3:wheel *:bicycle 2:bicycle -:bicycle x:bicycle =:bicycle
EXPR: 0 | POS | INT | 35 | 90 | 56 | ((24*(14/3))/2)=x | 24 14 3 / * 2 / x = | 24:wheel 14:tricycle 3:bicycle /:tricycle *:wheel 2:bicycle /:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 35 | 90 | 630 | x=(14*((24*2)-3)) | x 14 24 2 * 3 - * = | x:wheel 14:wheel 24:bicycle 2:tricycle *:bicycle 3:bicycle -:bicycle *:wheel =:wheel
EXPR: 0 | POS | INT | 35 | 90 | 45 | x=(24+(14*(3/2))) | x 24 14 3 2 / * + = | x:bicycle 24:bicycle 14:bicycle 3:tricycle 2:wheel /:tricycle *:bicycle +:bicycle =:bicycle
EXPR: 0 | POS | INT | 35 | 90 | 456 | (24*(3+(2+14)))=x | 24 3 2 14 + + * x = | 24:bicycle 3:tricycle 2:tricycle 14:tricycle +:tricycle +:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 35 | 90 | 45 | x=(24+(14*(3/2))) | x 24 14 3 2 / * + = | x:wheel 24:wheel 14:wheel 3:tricycle 2:wheel /:tricycle *:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 35 | 90 | 336 | x=(24*(14/(3-2))) | x 24 14 3 2 - / * = | x:bicycle 24:tricycle 14:bicycle 3:wheel 2:wheel -:wheel /:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 35 | 90 | 666 | x=(((24*14)-3)*2) | x 24 14 * 3 - 2 * = | x:wheel 24:tricycle 14:bicycle *:bicycle 3:bicycle -:bicycle 2:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 35 | 90 | 30 | x=(((24/3)*2)+14) | x 24 3 / 2 * 14 + = | x:bicycle 24:bicycle 3:wheel /:bicycle 2:tricycle *:bicycle 14:bicycle +:bicycle =:bicycle
EXPR: 0 | POS | INT | 35 | 90 | 666 | x=(((24*14)-3)*2) | x 24 14 * 3 - 2 * = | x:bicycle 24:bicycle 14:wheel *:wheel 3:wheel -:wheel 2:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 35 | 90 | 678 | x=(((24*14)+3)*2) | x 24 14 * 3 + 2 * = | x:bicycle 24:bicycle 14:wheel *:wheel 3:wheel +:wheel 2:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 36 | 90 | 10 | 3=(2+((x+14)/24)) | 3 2 x 14 + 24 / + = | 3:wheel 2:wheel x:wheel 14:wheel +:wheel 24:tricycle /:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 36 | 90 | 45 | x=(24+(14*(3/2))) | x 24 14 3 2 / * + = | x:bicycle 24:bicycle 14:bicycle 3:tricycle 2:wheel /:tricycle *:bicycle +:bicycle =:bicycle
EXPR: 0 | POS | INT | 36 | 90 | 336 | x=(24*(14/(3-2))) | x 24 14 3 2 - / * = | x:bicycle 24:tricycle 14:bicycle 3:wheel 2:wheel -:wheel /:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 36 | 90 | 45 | 3=((2/14)*(x-24)) | 3 2 14 / x 24 - * = | 3:wheel 2:bicycle 14:tricycle /:bicycle x:wheel 24:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 36 | 90 | 30 | x=(((24/3)*2)+14) | x 24 3 / 2 * 14 + = | x:bicycle 24:bicycle 3:wheel /:bicycle 2:tricycle *:bicycle 14:bicycle +:bicycle =:bicycle
EXPR: 0 | POS | INT | 36 | 90 | 678 | x=(((24*14)+3)*2) | x 24 14 * 3 + 2 * = | x:bicycle 24:bicycle 14:wheel *:wheel 3:wheel +:wheel 2:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 37 | 90 | 240 | (24*(3+(14/2)))=x | 24 3 14 2 / + * x = | 24:wheel 3:bicycle 14:bicycle 2:wheel /:bicycle +:bicycle *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 37 | 90 | 2016 | (x/(2*14))=(24*3) | x 2 14 * / 24 3 * = | x:wheel 2:tricycle 14:bicycle *:bicycle /:wheel 24:bicycle 3:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 37 | 90 | 28 | x=(((14/2)+24)-3) | x 14 2 / 24 + 3 - = | x:bicycle 14:bicycle 2:wheel /:bicycle 24:bicycle +:bicycle 3:bicycle -:bicycle =:bicycle
EXPR: 0 | POS | INT | 37 | 90 | 376 | x=(((24+3)*14)-2) | x 24 3 + 14 * 2 - = | x:bicycle 24:bicycle 3:bicycle +:bicycle 14:tricycle *:bicycle 2:bicycle -:bicycle =:bicycle
EXPR: 0 | POS | INT | 37 | 90 | 93 | x=(((14/2)+24)*3) | x 14 2 / 24 + 3 * = | x:bicycle 14:bicycle 2:wheel /:bicycle 24:bicycle +:bicycle 3:tricycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 37 | 90 | 6 | (24*(3/(14-2)))=x | 24 3 14 2 - / * x = | 24:bicycle 3:tricycle 14:wheel 2:wheel -:wheel /:tricycle *:bicycle x:bicycle =:bicycle
EXPR: 0 | POS | INT | 39 | 90 | 22 | (((14+x)*2)/24)=3 | 14 x + 2 * 24 / 3 = | 14:bicycle x:bicycle +:bicycle 2:wheel *:wheel 24:tricycle /:wheel 3:wheel =:wheel
EXPR: 0 | POS | INT | 39 | 90 | 744 | (((2*14)+3)*24)=x | 2 14 * 3 + 24 * x = | 2:wheel 14:bicycle *:wheel 3:wheel +:wheel 24:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 39 | 90 | 600 | (((2*14)-3)*24)=x | 2 14 * 3 - 24 * x = | 2:wheel 14:bicycle *:wheel 3:wheel -:wheel 24:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 39 | 90 | 224 | (((2*14)/3)*24)=x | 2 14 * 3 / 24 * x = | 2:wheel 14:bicycle *:wheel 3:tricycle /:wheel 24:bicycle *:bicycle x:bicycle =:bicycle
EXPR: 0 | POS | INT | 39 | 90 | 128 | x=(((2+14)/3)*24) | x 2 14 + 3 / 24 * = | x:wheel 2:wheel 14:wheel +:wheel 3:bicycle /:wheel 24:tricycle *:wheel =:wheel
EXPR: 0 | POS | INT | 39 | 90 | 132 | x=(2*((14*3)+24)) | x 2 14 3 * 24 + * = | x:bicycle 2:bicycle 14:tricycle 3:wheel *:wheel 24:wheel +:wheel *:bicycle =:bicycle
EXPR: 0 | POS | INT | 39 | 90 | 147 | (((24-3)/x)*14)=2 | 24 3 - x / 14 * 2 = | 24:bicycle 3:bicycle -:bicycle x:tricycle /:bicycle 14:wheel *:wheel 2:wheel =:wheel
EXPR: 0 | POS | INT | 39 | 90 | 82 | x=(2*((14+3)+24)) | x 2 14 3 + 24 + * = | x:wheel 2:bicycle 14:wheel 3:wheel +:wheel 24:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 40 | 90 | 744 | (((2*14)+3)*24)=x | 2 14 * 3 + 24 * x = | 2:wheel 14:bicycle *:wheel 3:wheel +:wheel 24:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 40 | 90 | 59 | x=(((24*2)+14)-3) | x 24 2 * 14 + 3 - = | x:bicycle 24:bicycle 2:tricycle *:bicycle 14:bicycle +:bicycle 3:bicycle -:bicycle =:bicycle
EXPR: 0 | POS | INT | 40 | 90 | 132 | x=(2*((14*3)+24)) | x 2 14 3 * 24 + * = | x:bicycle 2:bicycle 14:tricycle 3:wheel *:wheel 24:wheel +:wheel *:bicycle =:bicycle
EXPR: 0 | POS | INT | 40 | 90 | 82 | x=(2*((14+3)+24)) | x 2 14 3 + 24 + * = | x:wheel 2:bicycle 14:wheel 3:wheel +:wheel 24:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 40 | 90 | 36 | ((24+(2-14))*3)=x | 24 2 14 - + 3 * x = | 24:wheel 2:wheel 14:wheel -:wheel +:wheel 3:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 40 | 90 | 56 | x=((24/2)*(14/3)) | x 24 2 / 14 3 / * = | x:bicycle 24:wheel 2:tricycle /:wheel 14:bicycle 3:wheel /:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 41 | 90 | 26 | (2*((3-14)+24))=x | 2 3 14 - 24 + * x = | 2:bicycle 3:wheel 14:wheel -:wheel 24:wheel +:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 41 | 90 | 44 | x=(14+((2*3)+24)) | x 14 2 3 * 24 + + = | x:wheel 14:wheel 2:wheel 3:bicycle *:wheel 24:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 41 | 90 | 10 | 3=(((x+24)/2)-14) | 3 x 24 + 2 / 14 - = | 3:bicycle x:bicycle 24:bicycle +:bicycle 2:wheel /:bicycle 14:bicycle -:bicycle =:bicycle
EXPR: 0 | POS | INT | 41 | 90 | 204 | 3=(((x/24)*2)-14) | 3 x 24 / 2 * 14 - = | 3:wheel x:bicycle 24:tricycle /:bicycle 2:wheel *:wheel 14:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 41 | 90 | 204 | 3=(((x/24)*2)-14) | 3 x 24 / 2 * 14 - = | 3:wheel x:bicycle 24:wheel /:bicycle 2:wheel *:wheel 14:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 41 | 90 | 56 | x=((24/2)*(14/3)) | x 24 2 / 14 3 / * = | x:bicycle 24:wheel 2:tricycle /:wheel 14:bicycle 3:wheel /:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 42 | 90 | 504 | (((24*14)/2)*3)=x | 24 14 * 2 / 3 * x = | 24:bicycle 14:wheel *:bicycle 2:tricycle /:bicycle 3:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 42 | 90 | 26 | (2*((3-14)+24))=x | 2 3 14 - 24 + * x = | 2:bicycle 3:wheel 14:wheel -:wheel 24:wheel +:wheel *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 42 | 90 | 22 | x=(((24/2)*3)-14) | x 24 2 / 3 * 14 - = | x:wheel 24:wheel 2:bicycle /:wheel 3:tricycle *:wheel 14:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 42 | 90 | 44 | x=(14+((2*3)+24)) | x 14 2 3 * 24 + + = | x:wheel 14:wheel 2:wheel 3:bicycle *:wheel 24:wheel +:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 42 | 90 | 224 | x=(((24*2)/3)*14) | x 24 2 * 3 / 14 * = | x:bicycle 24:tricycle 2:wheel *:wheel 3:tricycle /:wheel 14:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 43 | 90 | 18 | ((2*3)*(x-14))=24 | 2 3 * x 14 - * 24 = | 2:wheel 3:bicycle *:bicycle x:tricycle 14:tricycle -:tricycle *:tricycle 24:tricycle =:tricycle
EXPR: 0 | POS | INT | 43 | 90 | 22 | x=(((24/2)*3)-14) | x 24 2 / 3 * 14 - = | x:wheel 24:wheel 2:bicycle /:wheel 3:tricycle *:wheel 14:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 43 | 90 | 224 | x=(((24*2)/3)*14) | x 24 2 * 3 / 14 * = | x:bicycle 24:tricycle 2:wheel *:wheel 3:tricycle /:wheel 14:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 43 | 90 | 5 | 3=(x-(24/(14-2))) | 3 x 24 14 2 - / - = | 3:bicycle x:bicycle 24:bicycle 14:wheel 2:wheel -:wheel /:bicycle -:bicycle =:bicycle
EXPR: 0 | POS | INT | 43 | 90 | 291 | 3=(x-(24*(14-2))) | 3 x 24 14 2 - * - = | 3:bicycle x:bicycle 24:bicycle 14:wheel 2:wheel -:wheel *:bicycle -:bicycle =:bicycle
EXPR: 0 | POS | INT | 44 | 90 | 171 | 24=((2*(x-3))/14) | 24 2 x 3 - * 14 / = | 24:wheel 2:wheel x:bicycle 3:bicycle -:bicycle *:wheel 14:bicycle /:wheel =:wheel
EXPR: 0 | POS | INT | 44 | 90 | 132 | 2=((24*(14-3))/x) | 2 24 14 3 - * x / = | 2:wheel 24:wheel 14:bicycle 3:bicycle -:bicycle *:wheel x:bicycle /:wheel =:wheel
EXPR: 0 | POS | INT | 44 | 90 | 31 | (x+(14+3))=(24*2) | x 14 3 + + 24 2 * = | x:wheel 14:wheel 3:wheel +:wheel +:wheel 24:tricycle 2:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 44 | 90 | 96 | 24=((x/(14-2))*3) | 24 x 14 2 - / 3 * = | 24:bicycle x:tricycle 14:bicycle 2:bicycle -:bicycle /:tricycle 3:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 44 | 90 | 20 | 2=((x+24)-(14*3)) | 2 x 24 + 14 3 * - = | 2:bicycle x:bicycle 24:bicycle +:bicycle 14:wheel 3:bicycle *:bicycle -:bicycle =:bicycle
EXPR: 0 | POS | INT | 44 | 90 | 1056 | 2=((x/24)-(14*3)) | 2 x 24 / 14 3 * - = | 2:bicycle x:bicycle 24:tricycle /:bicycle 14:tricycle 3:bicycle *:bicycle -:bicycle =:bicycle
EXPR: 0 | POS | INT | 44 | 90 | 1092 | (x/(14*3))=(24+2) | x 14 3 * / 24 2 + = | x:wheel 14:bicycle 3:wheel *:bicycle /:wheel 24:wheel 2:wheel +:wheel =:wheel
EXPR: 0 | POS | INT | 45 | 90 | 9 | (((24-3)+2)-14)=x | 24 3 - 2 + 14 - x = | 24:bicycle 3:bicycle -:bicycle 2:bicycle +:bicycle 14:bicycle -:bicycle x:bicycle =:bicycle
EXPR: 0 | POS | INT | 45 | 90 | 224 | (((24*14)/3)*2)=x | 24 14 * 3 / 2 * x = | 24:wheel 14:tricycle *:tricycle 3:bicycle /:tricycle 2:bicycle *:bicycle x:bicycle =:bicycle
EXPR: 0 | POS | INT | 45 | 90 | 456 | (24*(3+(2+14)))=x | 24 3 2 14 + + * x = | 24:wheel 3:tricycle 2:tricycle 14:tricycle +:tricycle +:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 46 | 90 | 2 | (3*(2+14))=(24*x) | 3 2 14 + * 24 x * = | 3:wheel 2:tricycle 14:tricycle +:tricycle *:wheel 24:tricycle x:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 46 | 90 | 336 | 14=(x/((3-2)*24)) | 14 x 3 2 - 24 * / = | 14:wheel x:wheel 3:tricycle 2:tricycle -:tricycle 24:bicycle *:bicycle /:wheel =:wheel
EXPR: 0 | POS | INT | 46 | 90 | 224 | 3=(14*((24*2)/x)) | 3 14 24 2 * x / * = | 3:bicycle 14:bicycle 24:tricycle 2:wheel *:tricycle x:wheel /:tricycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 46 | 90 | 23 | 14=(((3-x)/2)+24) | 14 3 x - 2 / 24 + = | 14:bicycle 3:bicycle x:bicycle -:bicycle 2:wheel /:bicycle 24:bicycle +:bicycle =:bicycle
EXPR: 0 | POS | INT | 46 | 90 | 171 | 14=(((x-3)*2)/24) | 14 x 3 - 2 * 24 / = | 14:wheel x:bicycle 3:bicycle -:bicycle 2:wheel *:wheel 24:bicycle /:wheel =:wheel
EXPR: 0 | POS | INT | 47 | 90 | 2016 | (2*14)=(x/(24*3)) | 2 14 * x 24 3 * / = | 2:wheel 14:bicycle *:bicycle x:bicycle 24:tricycle 3:wheel *:tricycle /:bicycle =:bicycle
EXPR: 0 | POS | INT | 47 | 90 | 224 | (2*14)=((x/24)*3) | 2 14 * x 24 / 3 * = | 2:wheel 14:tricycle *:tricycle x:bicycle 24:tricycle /:bicycle 3:tricycle *:tricycle =:tricycle
EXPR: 0 | POS | INT | 47 | 90 | 5 | 2=(14-(24/(x-3))) | 2 14 24 x 3 - / - = | 2:wheel 14:wheel 24:wheel x:bicycle 3:bicycle -:bicycle /:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 47 | 90 | 38 | 24=(((3-2)*x)-14) | 24 3 2 - x * 14 - = | 24:wheel 3:bicycle 2:bicycle -:bicycle x:wheel *:wheel 14:wheel -:wheel =:wheel
EXPR: 0 | POS | INT | 49 | 90 | 224 | (((2*14)/3)*24)=x | 2 14 * 3 / 24 * x = | 2:wheel 14:bicycle *:wheel 3:tricycle /:wheel 24:tricycle *:tricycle x:tricycle =:tricycle
EXPR: 0 | POS | INT | 49 | 90 | 224 | (((2*14)/3)*24)=x | 2 14 * 3 / 24 * x = | 2:bicycle 14:wheel *:wheel 3:tricycle /:wheel 24:tricycle *:wheel x:wheel =:wheel
EXPR: 0 | POS | INT | 49 | 90 | 224 | x=(((2*14)/3)*24) | x 2 14 * 3 / 24 * = | x:wheel 2:bicycle 14:wheel *:bicycle 3:tricycle /:bicycle 24:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 49 | 90 | 132 | x=(2*((14*3)+24)) | x 2 14 3 * 24 + * = | x:wheel 2:bicycle 14:wheel 3:tricycle *:wheel 24:wheel +:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 49 | 90 | 600 | x=(((2*14)-3)*24) | x 2 14 * 3 - 24 * = | x:wheel 2:tricycle 14:bicycle *:bicycle 3:bicycle -:bicycle 24:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 49 | 90 | 36 | x=(2*((14*3)-24)) | x 2 14 3 * 24 - * = | x:wheel 2:bicycle 14:wheel 3:tricycle *:wheel 24:wheel -:wheel *:wheel =:wheel
EXPR: 0 | POS | INT | 49 | 90 | 147 | ((24-3)*14)=(2*x) | 24 3 - 14 * 2 x * = | 24:bicycle 3:bicycle -:bicycle 14:tricycle *:bicycle 2:tricycle x:bicycle *:bicycle =:bicycle
EXPR: 0 | POS | INT | 50 | 90 | 15 | (x*2)=(3*(24-14)) | x 2 * 3 24 14 - * = | x:wheel 2:tricycle *:tricycle 3:bicycle 24:tricycle 14:tricycle -:tricycle *:tricycle =:tricycle
